shipment_id,quote_date,lane_id,carrier_name,nmfc_class,weight_lbs,weight_break_tier,base_cwt_rate,accessorials,accessorial_total,fuel_surcharge,quoted_rate_total
S00643,2025-05-18,ORD-DFW,Piedmont Freight Line,125.0,6296,5M,17.21,none,0,238.4,1322.06
S00734,2025-05-19,ORD-DFW,Crossroads Freight Co,110.0,1435,1M,25.8,none,0,81.47,451.76
S00663,2025-05-21,ORD-DFW,Piedmont Freight Line,85.0,7292,5M,12.96,none,0,207.87,1152.72
S00681,2025-05-22,ORD-DFW,Cardinal Motor Freight,125.0,5699,5M,19.48,none,0,244.2,1354.21
S00706,2025-06-05,ORD-DFW,BlueRidge LTL,250.0,2994,2M,40.98,none,0,269.95,1496.97
S00653,2025-06-11,ORD-DFW,Piedmont Freight Line,70.0,3078,2M,13.87,none,0,93.93,520.88
S00698,2025-06-17,ORD-DFW,Cardinal Motor Freight,65.0,1044,1M,13.73,none,0,31.53,174.86
S00647,2025-06-25,ORD-DFW,Piedmont Freight Line,55.0,7765,5M,9.44,none,0,161.27,894.34
S00642,2025-06-26,ORD-DFW,Piedmont Freight Line,60.0,820,M5C,16.91,none,0,30.51,169.17
S00736,2025-07-01,ORD-DFW,Crossroads Freight Co,55.0,700,M5C,14.18,liftgate,95,21.84,216.1
S00740,2025-07-04,ORD-DFW,Crossroads Freight Co,150.0,7007,5M,22.93,none,0,353.49,1960.29
S00662,2025-07-07,ORD-DFW,Piedmont Freight Line,92.5,1178,1M,20.07,none,0,52.03,288.51
S00665,2025-07-07,ORD-DFW,Piedmont Freight Line,70.0,3424,2M,13.26,inside_delivery,150,99.86,703.78
S00666,2025-07-07,ORD-DFW,Piedmont Freight Line,250.0,4096,2M,34.46,none,0,310.49,1721.79
S00654,2025-07-26,ORD-DFW,Piedmont Freight Line,85.0,1791,1M,17.07,none,0,67.25,372.94
S00694,2025-07-27,ORD-DFW,Cardinal Motor Freight,70.0,4616,2M,15.02,none,0,152.55,845.97
S00645,2025-07-28,ORD-DFW,Piedmont Freight Line,85.0,3587,2M,14.89,residential,110,117.54,761.82
S00675,2025-07-28,ORD-DFW,Cardinal Motor Freight,85.0,3234,2M,15.16,none,0,107.89,598.31
S00672,2025-07-31,ORD-DFW,Cardinal Motor Freight,200.0,4145,2M,27.59,none,0,251.61,1395.3
S00705,2025-08-03,ORD-DFW,BlueRidge LTL,125.0,5495,5M,19.89,none,0,240.47,1333.53
S00712,2025-08-03,ORD-DFW,Palmetto Freight Systems,110.0,4722,2M,23.94,none,0,248.66,1378.96
S00636,2025-08-08,ORD-DFW,Piedmont Freight Line,110.0,5849,5M,17.2,none,0,221.27,1227.04
S00678,2025-08-12,ORD-DFW,Cardinal Motor Freight,175.0,1933,1M,32.53,none,0,138.35,767.22
S00747,2025-08-16,ORD-DFW,Crossroads Freight Co,77.5,7625,5M,14.85,none,0,249.17,1381.78
S00703,2025-08-27,ORD-DFW,BlueRidge LTL,100.0,7468,5M,16.32,none,0,268.07,1486.58
S00708,2025-08-28,ORD-DFW,BlueRidge LTL,70.0,5348,5M,12.45,none,0,146.46,812.19
S00716,2025-09-03,ORD-DFW,Crossroads Freight Co,175.0,2680,2M,30.08,residential,110,177.37,1093.6
S00711,2025-09-07,ORD-DFW,Palmetto Freight Systems,250.0,346,L5C,54.24,none,0,41.29,228.97
S00719,2025-09-07,ORD-DFW,Crossroads Freight Co,110.0,6107,5M,18.23,none,0,244.99,1358.56
S00676,2025-09-10,ORD-DFW,Cardinal Motor Freight,110.0,7691,5M,15.07,residential,110,255.05,1524.37
S00744,2025-09-13,ORD-DFW,Crossroads Freight Co,110.0,4841,2M,19.74,residential,110,210.19,1275.62
S00690,2025-09-19,ORD-DFW,Cardinal Motor Freight,92.5,6949,5M,13.31,none,0,203.42,1128.05
S00745,2025-09-20,ORD-DFW,Crossroads Freight Co,70.0,5070,5M,10.05,none,0,112.12,621.76
S00673,2025-09-24,ORD-DFW,Cardinal Motor Freight,77.5,7624,5M,12.73,none,0,213.43,1183.59
S00639,2025-10-01,ORD-DFW,Piedmont Freight Line,70.0,5864,5M,10.73,none,0,138.41,767.55
S00679,2025-10-01,ORD-DFW,Cardinal Motor Freight,50.0,6836,5M,9.3,none,0,139.89,775.74
S00670,2025-10-06,ORD-DFW,Cardinal Motor Freight,65.0,4906,2M,13.74,residential;limited_access,195,148.31,1017.46
S00723,2025-10-18,ORD-DFW,Crossroads Freight Co,175.0,2517,2M,27.74,liftgate,95,153.6,946.78
S00738,2025-10-18,ORD-DFW,Crossroads Freight Co,77.5,4348,2M,14.56,none,0,139.24,772.14
S00715,2025-10-24,ORD-DFW,Crossroads Freight Co,110.0,2916,2M,22.09,none,0,141.71,785.87
S00707,2025-10-26,ORD-DFW,BlueRidge LTL,150.0,6306,5M,23.4,none,0,324.65,1800.35
S00743,2025-10-30,ORD-DFW,Crossroads Freight Co,70.0,5897,5M,12.63,none,0,163.86,908.7
S00746,2025-10-31,ORD-DFW,Crossroads Freight Co,125.0,5796,5M,14.64,residential,110,186.65,1145.06
S00677,2025-11-05,ORD-DFW,Cardinal Motor Freight,50.0,1823,1M,13.54,liftgate;residential,205,54.29,506.05
S00692,2025-11-13,ORD-DFW,Cardinal Motor Freight,60.0,5139,5M,10.44,none,0,117.99,654.31
S00729,2025-11-16,ORD-DFW,Crossroads Freight Co,50.0,922,M5C,16.4,none,0,33.27,184.51
S00714,2025-11-22,ORD-DFW,Crossroads Freight Co,110.0,3609,2M,20.79,none,0,165.07,915.39
S00697,2025-11-25,ORD-DFW,Cardinal Motor Freight,100.0,4498,2M,18.06,none,0,178.75,991.23
S00701,2025-11-25,ORD-DFW,BlueRidge LTL,70.0,1163,1M,18.79,none,0,48.07,266.54
S00649,2025-11-27,ORD-DFW,Piedmont Freight Line,70.0,1442,1M,15.65,none,0,49.65,275.31
S00700,2025-11-29,ORD-DFW,Cardinal Motor Freight,77.5,4742,2M,16.04,none,0,167.31,927.79
S00710,2025-11-29,ORD-DFW,Palmetto Freight Systems,100.0,7035,5M,15.67,none,0,242.59,1345.25
S00724,2025-12-04,ORD-DFW,Crossroads Freight Co,60.0,1173,1M,14.17,none,0,36.58,202.85
S00650,2025-12-07,ORD-DFW,Piedmont Freight Line,150.0,7714,5M,19.35,none,0,328.42,1821.25
S00748,2025-12-07,ORD-DFW,Crossroads Freight Co,100.0,1575,1M,23.53,residential,110,81.55,562.22
S00741,2025-12-12,ORD-DFW,Crossroads Freight Co,100.0,7678,5M,16.55,inside_delivery,150,279.5,1699.96
S00660,2025-12-15,ORD-DFW,Piedmont Freight Line,150.0,1958,1M,29.5,none,0,127.06,704.62
S00682,2025-12-16,ORD-DFW,Cardinal Motor Freight,150.0,3744,2M,25.92,none,0,213.46,1183.76
S00674,2025-12-19,ORD-DFW,Cardinal Motor Freight,175.0,4157,2M,29.96,none,0,273.99,1519.41
S00680,2025-12-19,ORD-DFW,Cardinal Motor Freight,110.0,2197,2M,17.13,liftgate,95,82.79,554.13
S00685,2025-12-25,ORD-DFW,Cardinal Motor Freight,110.0,2667,2M,19.24,none,0,112.89,626.02
S00667,2025-12-27,ORD-DFW,Piedmont Freight Line,65.0,6273,5M,9.67,none,0,133.39,739.73
S00646,2025-12-29,ORD-DFW,Piedmont Freight Line,200.0,2899,2M,30.71,none,0,195.85,1086.1
S00713,2025-12-30,ORD-DFW,Palmetto Freight Systems,92.5,1130,1M,17.38,none,0,43.22,239.66
